teebenchargs_id,algorithm,threads,relR,relS,matches,phase1Cycles,phase2Cycles,cyclesPerTuple,phase1Time,phase2Time,totalTime,throughput,phase1L3CacheMisses,phase1L3HitRatio,phase1L2CacheMisses,phase1L2HitRatio,phase1IPC,phase1IR,phase1EWB,phase1VoluntaryCS,phase1InvoluntaryCS,phase1UserCpuTime,phase1SystemCpuTime,phase2L3CacheMisses,phase2L3HitRatio,phase2L2CacheMisses,phase2L2HitRatio,phase2IPC,phase2IR,phase2EWB,phase2VoluntaryCS,phase2InvoluntaryCS,phase2UserCpuTime,phase2SystemCpuTime,totalL3CacheMisses,totalL3HitRatio,totalL2CacheMisses,totalL2HitRatio,totalIPC,totalIR,totalEWB,totalVoluntaryCS,totalInvoluntaryCS,totalUserCpuTime,totalSystemCpuTime
1674,RHO,11,1310720,5242880,5242880,3584581646,3491082298,1079,0,0,2076234,3.1565,46805,0.99,5497516,0.39,0.11,1031471585,13481,16328,17,857198,2023184,21847,0.99,3916452,0.37,0.17,267022022,0,16471,17,848799,572734,70666,0.99,9435326,0.38,0.12,1302058808,14585,32799,82,1706527,2599334
1675,RHO,11,1310720,5242880,5242880,3403052834,3086323736,990,0,0,1904197,3.4417,55850,0.99,5305305,0.40,0.11,1015295256,13450,16132,22,850482,1917472,6891,1.00,3755744,0.37,0.16,258793794,0,16510,18,754317,538140,64730,0.99,9082796,0.39,0.12,1277701368,14554,32642,88,1605695,2458580
1676,RHO,11,1310720,5242880,5242880,3649512694,3325062986,1064,0,0,2046570,3.2022,54441,0.99,5374149,0.41,0.11,1022729518,13466,16286,19,985400,1905090,9250,1.00,3862150,0.36,0.16,257710716,0,16433,19,783773,570267,65742,0.99,9257097,0.39,0.12,1283973461,14570,32719,86,1770072,2478331
1677,RHO,11,1310720,5242880,5242880,3629368848,3394377488,1071,0,0,2060995,3.1798,68253,0.99,5472335,0.40,0.11,1025759649,13464,16463,30,884504,1992963,8886,1.00,3830463,0.37,0.17,263214530,0,16423,15,829875,553760,79288,0.99,9325357,0.39,0.12,1292649027,14568,32886,93,1714524,2550601
1678,RHO,11,1310720,5242880,5242880,3542757324,3511825726,1076,0,0,2070049,3.1659,63845,0.99,5503126,0.40,0.11,1039785396,13484,16442,20,900134,1935892,10572,1.00,3906808,0.36,0.17,262091606,0,16396,18,799022,615741,76340,0.99,9431674,0.38,0.12,1305471768,14588,32838,86,1700663,2554103
1679,RHO,11,1310720,5242880,5242880,3629237868,3436588826,1078,0,0,2073342,3.1609,56901,0.99,5452715,0.40,0.11,1025013579,13540,16312,19,885302,1973183,8176,1.00,3937421,0.35,0.16,260942716,0,16438,16,813543,575457,67120,0.99,9412332,0.38,0.12,1289563467,14600,32750,83,1699963,2551577
1680,RHO,11,1310720,5242880,5242880,3621663954,3356684306,1064,0,0,2047673,3.2005,52944,0.99,5483058,0.40,0.11,1019818672,13467,16450,22,917817,1934898,7285,1.00,3887186,0.37,0.16,259511351,0,16419,21,761104,598787,62134,0.99,9391196,0.39,0.12,1282854925,14572,32869,91,1679833,2536868
1681,RHO,11,1310720,5242880,5242880,3636256448,3272702442,1054,0,0,2027317,3.2326,61179,0.99,5432425,0.40,0.11,1025312019,13496,16465,31,934131,1926935,7670,1.00,3760037,0.38,0.17,264964408,0,16452,16,746431,616844,71056,0.99,9214977,0.39,0.12,1294005800,14600,32917,95,1682042,2546481
1682,RHO,11,1310720,5242880,5242880,3480028938,3644755692,1087,0,0,2090642,3.1347,48926,0.99,5368611,0.41,0.11,1019217334,13556,16436,18,879552,1924066,6996,1.00,3902521,0.36,0.16,264050929,0,16459,20,850705,616522,57858,0.99,9293398,0.39,0.12,1286873082,14615,32895,87,1734399,2540588
1683,RHO,12,1310720,5242880,5242880,3859300394,3386264520,1105,0,0,2126087,3.0825,60788,0.99,5633448,0.40,0.11,1107720823,13467,16463,18,1027843,2076250,10507,1.00,3816722,0.37,0.16,265152246,0,16579,21,823691,560619,73067,0.99,9471688,0.39,0.12,1376475282,14571,33042,87,1852858,2639542
1684,RHO,12,1310720,5242880,5242880,3728482116,3505287872,1103,0,0,2122624,3.0875,55565,0.99,5574541,0.40,0.11,1101772297,13494,16117,19,960676,2120081,7182,1.00,3919619,0.37,0.16,262047876,0,16460,18,838337,585071,64804,0.99,9517827,0.39,0.12,1367575254,14599,32577,85,1799998,2708333
1685,RHO,12,1310720,5242880,5242880,3865952844,3542171002,1130,0,0,2173782,3.0148,46186,0.99,5704323,0.39,0.11,1106564702,13501,16507,17,885840,2239999,12798,1.00,4002980,0.36,0.16,266153547,0,16481,16,856734,575043,60902,0.99,9729079,0.38,0.12,1376314702,14605,32988,81,1743141,2818619
1686,RHO,12,1310720,5242880,5242880,3776103472,3480900102,1107,0,0,2129479,3.0776,468811,0.94,9793565,0.34,0.14,1479235039,13461,16533,50,936903,2145278,12192,1.00,3880636,0.36,0.16,260715273,0,16533,18,801838,612964,483312,0.96,13697187,0.34,0.14,1743716765,14567,33066,116,1740309,2760723
1687,RHO,12,1310720,5242880,5242880,3837726094,3550124182,1127,0,0,2167834,3.0231,49949,0.99,5736513,0.39,0.11,1107248385,13445,16541,36,972661,2141315,8282,1.00,4042191,0.35,0.16,264540535,64,16349,17,792644,646394,60424,0.99,9801468,0.37,0.12,1375446851,14613,32890,101,1766282,2790890
1688,RHO,12,1310720,5242880,5242880,3640264078,3588966764,1103,0,0,2121290,3.0894,60918,0.99,5639819,0.39,0.11,1106349972,13496,16307,21,966988,2092740,8652,1.00,3926313,0.36,0.16,265559201,0,16453,17,833815,618494,71485,0.99,9588020,0.38,0.12,1375493799,14600,32760,86,1802443,2713659
1689,RHO,12,1310720,5242880,5242880,3586107126,3285628356,1048,0,0,2016389,3.2502,54794,0.99,5661897,0.40,0.11,1105116184,13464,16518,27,852292,2160077,18136,0.99,3877599,0.37,0.17,267240043,48,16453,17,756314,588409,74986,0.99,9560892,0.39,0.12,1375952893,14616,32971,92,1610078,2750902
1690,RHO,12,1310720,5242880,5242880,3505005288,3491200648,1067,0,0,2052913,3.1923,54336,0.99,5412414,0.41,0.11,1087878786,13480,15568,19,944991,2061319,8482,1.00,3913366,0.38,0.16,268092469,0,16496,16,858443,570219,64889,0.99,9349926,0.40,0.12,1359741177,14584,32064,83,1803587,2635430
1691,RHO,12,1310720,5242880,5242880,3691751962,3324610862,1070,0,0,2058855,3.1831,45358,0.99,5709502,0.40,0.11,1102975074,13499,16559,18,924080,2156386,20818,0.99,3972150,0.38,0.17,287238052,0,16467,18,771848,608559,68198,0.99,9705218,0.39,0.12,1393983127,14603,33026,84,1698502,2766312
1692,RHO,12,1310720,5242880,5242880,3523342892,3506236116,1072,0,0,2062740,3.1771,45944,0.99,5513288,0.40,0.11,1100941101,13480,16063,19,873610,2150853,19953,0.99,3979806,0.36,0.17,270402563,48,16437,18,851857,580362,67939,0.99,9518169,0.39,0.12,1375289132,14632,32500,85,1726340,2734440
1693,RHO,12,1310720,5242880,5242880,3576736024,3530183262,1084,0,0,2085406,3.1426,44293,0.99,5559545,0.40,0.11,1099296604,13463,16042,17,968294,2076233,8166,1.00,3997426,0.36,0.16,268140813,48,16455,17,796649,628510,54521,0.99,9579993,0.38,0.12,1371120145,14616,32497,82,1766058,2707642
1694,RHO,13,1310720,5242880,5242880,3764850566,3213588364,1064,0,0,2047701,3.2005,50062,0.99,5782858,0.40,0.11,1186023163,13542,16374,19,876237,2392727,8768,1.00,3753881,0.39,0.16,261778777,0,16469,16,693387,648699,60820,0.99,9558121,0.39,0.12,1451396447,14646,32843,83,1570894,3044139
1695,RHO,13,1310720,5242880,5242880,3633819462,3529091988,1092,0,0,2101834,3.1180,64336,0.99,5763988,0.40,0.11,1171763262,13481,16239,17,1016967,2205588,9163,1.00,4017526,0.35,0.16,267616956,0,16440,18,792943,639121,75485,0.99,9804020,0.38,0.11,1443013465,14585,32679,83,1810822,2847651
1696,RHO,13,1310720,5242880,5242880,3634580686,3246513660,1049,0,0,2019161,3.2457,60574,0.99,5752245,0.39,0.11,1188669423,13497,16093,20,881598,2330629,7435,1.00,3858398,0.39,0.17,269487115,0,16513,17,710896,642330,69918,0.99,9633879,0.39,0.12,1461870199,14601,32606,85,1593639,2976119
1697,RHO,13,1310720,5242880,5242880,3714352392,3396337688,1085,0,0,2086517,3.1409,59735,0.99,5676782,0.40,0.11,1173004593,13538,16412,20,934710,2308237,12511,1.00,3942092,0.36,0.16,263254917,0,16494,19,871006,509371,74250,0.99,9644270,0.38,0.12,1440136732,14646,32906,87,1807315,2820254
1698,RHO,13,1310720,5242880,5242880,3923472858,3466251786,1127,0,0,2168384,3.0223,46864,0.99,5974510,0.38,0.11,1187425802,13479,16579,19,1055374,2284014,13611,1.00,4087652,0.34,0.16,266483323,0,16601,16,765068,643587,62478,0.99,10083706,0.36,0.12,1457531863,14583,33180,83,1820576,2931539
1699,RHO,13,1310720,5242880,5242880,3414359134,3539272054,1061,0,0,2040420,3.2119,45455,0.99,5504777,0.40,0.11,1162505859,13484,15846,26,915867,2225560,21921,0.99,4015101,0.36,0.16,268218304,0,16475,16,775968,666033,69318,0.99,9543136,0.38,0.11,1434416348,14588,32321,90,1692804,2894790
1700,RHO,13,1310720,5242880,5242880,3597060222,3732776416,1118,0,0,2150814,3.0470,51678,0.99,5590656,0.39,0.11,1169947627,13528,15691,18,904309,2287615,8856,1.00,4059439,0.35,0.16,268440281,0,16495,17,867136,633337,62348,0.99,9670591,0.38,0.12,1441918628,14632,32186,83,1771996,2924522
1701,RHO,13,1310720,5242880,5242880,3500626710,3463375406,1062,0,0,2043467,3.2071,50391,0.99,5552625,0.39,0.11,1161131710,13512,15484,24,888047,2261228,15861,1.00,3976661,0.36,0.16,268689166,0,16478,17,812092,598109,68167,0.99,9554458,0.38,0.12,1433666363,14616,31962,89,1701664,2861976
1702,RHO,13,1310720,5242880,5242880,3618383974,3607986894,1102,0,0,2120450,3.0907,58489,0.99,5790015,0.39,0.11,1184063369,13497,16499,20,839520,2367036,8116,1.00,4097681,0.35,0.16,265917638,0,16504,18,786001,668909,68755,0.99,9911103,0.37,0.12,1453734003,14602,33003,86,1626596,3038846
1703,RHO,13,1310720,5242880,5242880,3756570916,3348075220,1084,0,0,2084736,3.1436,51748,0.99,5813158,0.39,0.11,1174313740,13527,16407,26,914718,2320660,9606,1.00,3874530,0.37,0.17,263054485,0,16511,16,747181,625958,63388,0.99,9710610,0.38,0.12,1441109805,14631,32918,90,1662742,2949797
1704,RHO,13,1310720,5242880,5242880,3538658438,3457092278,1067,0,0,2052810,3.1925,59401,0.99,5704867,0.41,0.11,1180092163,13481,16428,21,903706,2284708,9168,1.00,3936252,0.37,0.16,266419654,0,16440,16,877132,530401,70608,0.99,9661403,0.39,0.12,1450071723,14585,32868,85,1781897,2818170
1705,RHO,14,1310720,5242880,5242880,3765011276,3177501128,1059,0,0,2037176,3.2170,52319,0.99,5676519,0.40,0.11,1230599845,13496,16371,22,955808,2429066,7048,1.00,3834551,0.39,0.17,267357416,0,16505,16,834256,503021,61248,0.99,9534262,0.40,0.11,1501631318,14600,32876,86,1790147,2936291
1706,RHO,14,1310720,5242880,5242880,3717979676,3535671082,1106,0,0,2128455,3.0790,52111,0.99,5815698,0.39,0.11,1247962258,13529,16288,18,1018200,2364820,16788,1.00,3987413,0.37,0.16,265344486,0,16475,16,808413,624088,70833,0.99,9826161,0.38,0.11,1516967788,14633,32763,82,1827193,2992602
1707,RHO,14,1310720,5242880,5242880,3558965376,3576257356,1088,0,0,2093710,3.1301,45796,0.99,5811150,0.40,0.11,1260395473,13499,15596,34,953526,2447330,8106,1.00,3991271,0.38,0.16,270269745,48,16495,19,885182,574582,55824,0.99,9826033,0.39,0.11,1534369982,14651,32091,101,1839303,3025700
1708,RHO,14,1310720,5242880,5242880,3766855924,3423243362,1097,0,0,2109807,3.1063,46687,0.99,5886840,0.39,0.11,1249466056,13498,16378,17,984942,2441247,15685,1.00,4007720,0.36,0.16,265058981,0,16472,17,814018,590094,64269,0.99,9915397,0.38,0.11,1518033346,14603,32850,82,1799789,3034672
1709,RHO,14,1310720,5242880,5242880,3793120314,3490044456,1111,0,0,2137118,3.0666,48673,0.99,5857228,0.39,0.11,1249222896,13499,16242,18,938491,2497085,25837,0.99,4077738,0.37,0.17,285592006,0,16483,16,859030,569558,76390,0.99,9959173,0.38,0.11,1538552770,14603,32725,82,1797678,3070672
1710,RHO,14,1310720,5242880,5242880,3871367168,3505087078,1125,0,0,2164490,3.0278,46464,0.99,5934649,0.39,0.11,1254364454,13513,16413,20,976409,2501195,21451,0.99,4053330,0.36,0.16,269174774,0,16474,17,793514,640350,69847,0.99,10012507,0.38,0.11,1527361821,14617,32887,85,1771449,3144105
1711,RHO,14,1310720,5242880,5242880,3729206154,3443352816,1094,0,0,2104660,3.1139,45873,0.99,5931920,0.39,0.11,1255594096,13479,16381,34,952061,2469234,11574,1.00,3992767,0.36,0.16,266009193,0,16482,18,791849,626337,59479,0.99,9947812,0.38,0.11,1525334836,14583,32863,100,1744839,3098736
1712,RHO,14,1310720,5242880,5242880,3692732070,3417575926,1084,0,0,2086395,3.1411,51548,0.99,5843342,0.39,0.11,1251324066,13512,16137,22,989798,2402266,16618,1.00,3937400,0.38,0.16,267994002,48,16489,17,849113,552193,69918,0.99,9804712,0.38,0.11,1523050980,14665,32626,87,1839903,2957798
1713,RHO,14,1310720,5242880,5242880,3657885612,3575468238,1103,0,0,2122504,3.0877,51135,0.99,5871467,0.39,0.11,1246405235,13514,16302,20,898314,2491809,9273,1.00,4072637,0.36,0.16,269522018,0,16519,17,816727,635017,62521,0.99,9967128,0.38,0.11,1519686991,14620,32821,85,1718970,3126826
1714,RHO,14,1310720,5242880,5242880,3595904524,3623455764,1101,0,0,2118398,3.0937,60651,0.99,5895587,0.39,0.11,1251883521,13500,16537,16,954191,2418341,9755,1.00,4134187,0.34,0.16,272259646,0,16580,18,787401,687552,72255,0.99,10052110,0.37,0.11,1527760982,14605,33117,82,1742045,3109293
1715,RHO,14,1310720,5242880,5242880,3675656430,3527018146,1099,0,0,2113501,3.1008,61478,0.99,5953815,0.38,0.11,1246864741,13517,16250,35,965590,2432416,9218,1.00,4076424,0.35,0.16,266476246,0,16490,17,848031,579575,72663,0.99,10053565,0.37,0.11,1517071733,14621,32740,100,1814416,3015128
1716,RHO,15,1310720,5242880,5242880,3803404646,3566882498,1124,0,0,2162684,3.0303,52775,0.99,5831635,0.38,0.11,1298408469,13510,16514,80,997591,2538094,7383,1.00,4071497,0.35,0.16,268026204,0,16548,19,823844,629355,61977,0.99,9925711,0.37,0.11,1570117184,14614,33062,147,1822728,3170226
1717,RHO,15,1310720,5242880,5242880,3746181134,3526239744,1109,0,0,2133964,3.0711,54287,0.99,5682892,0.40,0.11,1300475769,13515,16318,67,973633,2576473,18157,1.00,4020549,0.37,0.16,270661833,0,16642,16,760021,684208,74344,0.99,9725520,0.39,0.11,1574749873,14620,32960,131,1734569,3263774
1718,RHO,15,1310720,5242880,5242880,3777905210,3522531424,1113,0,0,2142202,3.0593,48719,0.99,5681626,0.40,0.11,1303791326,13513,16304,74,976570,2608354,17608,1.00,4126246,0.36,0.17,289577082,0,16576,17,894390,549742,68112,0.99,9830834,0.38,0.11,1597022756,14618,32880,139,1871769,3161452
1719,RHO,15,1310720,5242880,5242880,3862366198,3531437066,1128,0,0,2169598,3.0207,49542,0.99,5793909,0.39,0.11,1297977037,13512,16630,80,951409,2619244,19939,0.99,4094534,0.35,0.16,268113279,48,16490,17,820336,611442,71370,0.99,9912230,0.38,0.11,1569818911,14665,33120,145,1772296,3234265
1720,RHO,15,1310720,5242880,5242880,3809281618,3290841836,1083,0,0,2083407,3.1456,49495,0.99,5741066,0.40,0.11,1307524122,13492,16463,89,892961,2691059,11039,1.00,3935267,0.38,0.16,269658790,0,16494,16,855644,520944,62468,0.99,9699221,0.39,0.11,1580903268,14596,32957,153,1749410,3215417
1721,RHO,15,1310720,5242880,5242880,3735537126,3480251104,1101,0,0,2117345,3.0952,49595,0.99,5713719,0.40,0.10,1293715672,13513,16128,75,970681,2587315,20874,0.99,4057559,0.37,0.16,268040270,0,16524,20,863743,560945,72450,0.99,9794999,0.38,0.11,1565520795,14617,32652,143,1834998,3151913
1722,RHO,15,1310720,5242880,5242880,3837397812,3651107636,1142,0,0,2197369,2.9825,51406,0.99,5854534,0.39,0.11,1294325534,13496,16521,53,999060,2578051,20392,0.99,4219302,0.36,0.17,285080612,0,16507,18,887529,591235,73710,0.99,10095792,0.38,0.11,1583025731,14600,33028,119,1887665,3172144
1723,RHO,15,1310720,5242880,5242880,3651803502,3568994280,1101,0,0,2118819,3.0930,51296,0.99,5557236,0.40,0.11,1293708318,13560,16071,66,943027,2565815,16902,1.00,4079216,0.36,0.16,270700916,0,16563,17,870240,582092,70174,0.99,9661395,0.39,0.11,1568221136,14664,32636,131,1814862,3150767
1724,RHO,15,1310720,5242880,5242880,3800731478,3599212242,1129,0,0,2171392,3.0182,54610,0.99,5820763,0.39,0.11,1304037913,13536,16541,83,984384,2584809,8592,1.00,4055251,0.36,0.16,267965773,0,16521,18,868948,593011,65248,0.99,9900496,0.38,0.11,1575790085,14641,33062,149,1855057,3180138
1725,RHO,15,1310720,5242880,5242880,3731340246,3285901284,1070,0,0,2059106,3.1827,54455,0.99,5752398,0.40,0.11,1299592670,13511,16509,86,936073,2625839,20462,0.99,4031535,0.37,0.17,276135857,0,16582,18,806994,569995,76970,0.99,9809991,0.39,0.11,1579645262,14617,33091,152,1743200,3199819
1726,RHO,15,1310720,5242880,5242880,3678450430,3484928078,1093,0,0,2101882,3.1180,69943,0.99,5789921,0.39,0.11,1296654956,13499,16237,74,932425,2581262,10206,1.00,4005038,0.36,0.16,266947003,0,16482,17,844377,576510,82706,0.99,9819880,0.38,0.11,1567512601,14603,32719,139,1777262,3161359
1727,RHO,16,1310720,5242880,5242880,3683097858,3383399722,1078,0,0,2073538,3.1606,53417,0.99,5710444,0.41,0.11,1286704084,13561,16026,62,956924,2533869,19947,0.99,4000822,0.39,0.17,285838751,0,16687,18,851515,558061,75217,0.99,9732973,0.40,0.11,1576078206,14665,32713,129,1809471,3095006
1728,RHO,16,1310720,5242880,5242880,3768434222,3201422668,1063,0,0,2045187,3.2044,53294,0.99,6018200,0.40,0.11,1307408979,13522,16522,57,951811,2597582,16508,1.00,3869746,0.39,0.16,263689659,48,16518,18,781372,578397,71680,0.99,9911285,0.40,0.11,1574777467,14674,33040,123,1733757,3179712
1729,RHO,16,1310720,5242880,5242880,3780846754,3629382838,1130,0,0,2174400,3.0140,55914,0.99,5994720,0.39,0.11,1281646407,13527,16564,65,965937,2537479,8380,1.00,4123897,0.36,0.16,269490768,0,16482,18,912653,573471,66021,0.99,10143214,0.38,0.11,1554914798,14631,33046,131,1879523,3114106
1730,RHO,16,1310720,5242880,5242880,3849766516,3599635708,1136,0,0,2185894,2.9981,48678,0.99,5921926,0.40,0.11,1275850117,13539,16340,60,948389,2558045,16788,1.00,4145207,0.35,0.16,266380911,0,16488,17,863894,601939,67402,0.99,10091252,0.38,0.11,1545965919,14645,32830,125,1813264,3163198
1731,RHO,16,1310720,5242880,5242880,3969008942,3417863240,1127,0,0,2167546,3.0235,50276,0.99,5993363,0.38,0.11,1285087394,13497,16700,55,910420,2649730,11375,1.00,4034016,0.37,0.16,268027130,0,16501,16,797846,630156,63422,0.99,10052879,0.38,0.11,1556947359,14601,33201,119,1709205,3282991
1732,RHO,16,1310720,5242880,5242880,3748404236,3464364214,1100,0,0,2116459,3.0965,49006,0.99,5998342,0.39,0.11,1291691854,13494,16534,56,989834,2534748,20374,0.99,4070041,0.37,0.16,270776475,0,16546,16,874802,562606,71338,0.99,10094920,0.38,0.11,1566383600,14598,33080,120,1865245,3100980
1733,RHO,16,1310720,5242880,5242880,3832137054,3637616762,1139,0,0,2191892,2.9899,50222,0.99,6176901,0.40,0.11,1326116165,13526,16599,74,948810,2677119,11471,1.00,4103849,0.36,0.16,268377773,48,16520,19,852898,623079,63586,0.99,10303613,0.39,0.11,1598110428,14679,33119,141,1802628,3303344
1734,RHO,16,1310720,5242880,5242880,3801353042,3610288694,1130,0,0,2174820,3.0134,53378,0.99,5892350,0.39,0.11,1270864161,13513,16520,74,970966,2533572,15464,1.00,4198623,0.36,0.16,273721509,0,16520,17,822543,648401,70746,0.99,10115504,0.38,0.11,1548379991,14617,33040,139,1794059,3185637
1735,RHO,16,1310720,5242880,5242880,3578054502,3658021444,1104,0,0,2123303,3.0865,53091,0.99,5776537,0.39,0.11,1265278962,13544,15960,64,945293,2458604,22639,0.99,4175972,0.36,0.17,291930661,0,16564,18,933163,553692,77591,0.99,9977817,0.38,0.11,1560995162,14648,32524,130,1879344,3015388
1736,RHO,16,1310720,5242880,5242880,3628595468,3533642958,1092,0,0,2101632,3.1183,66067,0.99,5772985,0.40,0.11,1268222727,13543,16067,62,903410,2514103,8844,1.00,4091776,0.36,0.16,268597733,0,16508,18,927038,521286,76851,0.99,9888657,0.38,0.11,1540563521,14647,32575,128,1830944,3038892
1737,RHO,16,1310720,5242880,5242880,3809075670,3636102312,1136,0,0,2184673,2.9998,62248,0.99,5928635,0.39,0.11,1266460815,13512,16642,55,907205,2574694,7813,1.00,4097251,0.35,0.16,267064349,0,16462,19,873459,597788,71901,0.99,10047901,0.38,0.11,1537161388,14616,33104,122,1781168,3176095
1738,PSM,1,13107200,52428800,52428800,21093511814,218696232,325,0,0,6253618,10.4797,113736,0.82,681364,0.30,0.00,57199370,138,0,28,6187484,87,1904,0.91,23505,0.29,0.01,2539596,0,0,16,62318,0,117778,0.83,725871,0.30,0.00,63489218,1104,0,92,6251363,1043
1739,PSM,1,13107200,52428800,52428800,21163685666,486914100,330,0,0,6352911,10.3159,126506,0.81,723930,0.30,0.00,63013888,138,0,29,6208311,0,1650,0.91,19100,0.28,0.00,2181884,0,0,16,140780,198,130204,0.82,764338,0.30,0.00,68971426,1104,0,93,6351081,692
1740,PSM,1,13107200,52428800,52428800,21172194144,482449822,330,0,0,6354098,10.3140,108508,0.83,673659,0.30,0.00,57510515,92,0,27,6210390,433,1278,0.93,20446,0.29,0.00,2395162,0,0,16,135793,3939,111963,0.83,717000,0.29,0.00,63755194,1058,0,91,6348086,4910
1741,PSM,1,13107200,52428800,52428800,20957691128,479438896,327,0,0,6290273,10.4186,110035,0.82,668637,0.29,0.00,56819952,92,0,28,6143900,3923,1614,0.93,23946,0.27,0.00,2664456,0,0,17,135766,3059,113660,0.83,714241,0.29,0.00,63278802,1058,0,93,6280179,8887
1742,PSM,1,13107200,52428800,52428800,20960238068,489204100,327,0,0,6293885,10.4126,110700,0.83,699466,0.30,0.00,58715375,92,0,30,6148419,0,2096,0.91,23982,0.29,0.00,2470133,0,0,17,141868,0,114850,0.84,744781,0.30,0.00,64946057,1058,0,95,6292392,253
1743,PSM,1,13107200,52428800,52428800,20653449950,491532556,322,0,0,6204549,10.5626,119548,0.82,695407,0.30,0.00,59546757,92,0,29,6054867,3635,1964,0.89,18665,0.25,0.00,1954104,0,0,17,142366,0,123506,0.82,735660,0.29,0.00,65269277,1060,0,94,6199347,4011
1744,PSM,1,13107200,52428800,52428800,20400704966,484387390,318,0,0,6128290,10.6940,144924,0.80,789644,0.30,0.00,81892424,92,0,33,5981612,2693,1418,0.93,21725,0.29,0.00,2491297,0,0,17,140325,94,148349,0.80,834741,0.30,0.00,88354744,1059,0,98,6123214,3853
1745,PSM,1,13107200,52428800,52428800,19775258278,473325726,308,0,0,5941519,11.0302,126152,0.81,726231,0.33,0.00,71857340,92,5,33,5798138,2676,2160,0.91,24144,0.26,0.01,3409468,0,0,16,136801,236,130434,0.82,771938,0.33,0.00,79043351,1058,5,97,5935642,4636
1746,PSM,1,13107200,52428800,52428800,18610077218,455742428,290,0,0,5594463,11.7144,112461,0.80,603472,0.30,0.00,53940191,92,5,29,5455409,3515,2149,0.89,19774,0.35,0.00,2771551,0,0,16,131936,0,116680,0.81,644914,0.30,0.00,60531819,1059,5,93,5589150,4124
1747,PSM,1,13107200,52428800,52428800,16922711422,409576892,264,0,0,5085797,12.8861,104922,0.80,560241,0.29,0.00,49577134,92,0,29,4963788,0,1843,0.90,19073,0.34,0.01,3592263,0,0,16,118329,0,108803,0.81,602465,0.29,0.00,57034158,1058,0,93,5084395,247
1748,PSM,1,13107200,52428800,52428800,14679989266,342806948,229,0,0,4407666,14.8686,97694,0.79,494171,0.30,0.00,43179067,92,0,28,4303512,2174,1840,0.91,22536,0.37,0.01,3206370,0,0,17,95122,3589,101582,0.80,539176,0.31,0.00,50221162,1059,0,93,4399849,7086
1749,PSM,2,13107200,52428800,52428800,17121529858,217679748,264,0,0,5087827,12.8809,499178,0.88,5264235,0.24,0.01,460473148,138,6,38,9940396,871,670,0.94,11707,0.28,0.01,1641722,0,0,16,61249,759,502143,0.88,5298179,0.24,0.01,465954515,1105,6,102,10003256,2471
1750,PSM,2,13107200,52428800,52428800,17058443694,498996910,267,0,0,5151862,12.7208,139199,0.89,1357545,0.26,0.00,115496182,138,6,39,9791711,1300,1858,0.91,23663,0.31,0.00,2568363,0,0,16,144591,140,143518,0.89,1403766,0.26,0.00,121999243,1104,6,103,9937598,2479
1751,PSM,2,13107200,52428800,52428800,16978974340,493893542,266,0,0,5127047,12.7824,113858,0.90,1169760,0.25,0.00,85666908,138,6,38,9744961,1872,2512,0.90,26702,0.28,0.00,2633318,0,0,16,143183,0,118347,0.90,1217977,0.25,0.00,92083595,1105,6,102,9889636,2784
1752,PSM,2,13107200,52428800,52428800,16866316672,498990370,264,0,0,5095485,12.8616,134377,0.89,1283690,0.26,0.00,102377003,139,6,32,9675214,3328,413172,0.86,4083617,0.24,0.30,377900286,0,0,16,144448,98,550390,0.87,5389415,0.25,0.01,484098906,1107,6,96,9821855,3768
1753,PSM,2,13107200,52428800,52428800,16766968138,492934278,263,0,0,5064556,12.9401,116532,0.90,1228953,0.27,0.00,101077880,138,6,35,9620742,3223,2007,0.92,26631,0.26,0.00,2733061,0,0,16,142874,0,120682,0.90,1276799,0.27,0.00,107581381,1106,6,99,9765654,3543
1754,PSM,2,13107200,52428800,52428800,16500007706,485535890,259,0,0,4984052,13.1491,104101,0.90,1101984,0.26,0.00,81354237,138,6,31,9465947,0,953,0.95,19095,0.29,0.00,2307994,0,0,17,140726,0,107194,0.90,1142358,0.26,0.00,87426490,1103,6,96,9608750,339
1755,PSM,2,13107200,52428800,52428800,16183837838,466769026,254,0,0,4885771,13.4136,97237,0.91,1133294,0.24,0.00,79338081,138,6,36,9275244,3545,1748,0.92,21923,0.29,0.01,3993553,0,0,16,135062,0,101074,0.91,1176333,0.24,0.00,87084124,1104,6,100,9412493,3924
1756,PSM,2,13107200,52428800,52428800,15622867482,476008530,245,0,0,4723878,13.8733,95807,0.91,1110589,0.25,0.00,79218145,138,11,35,8949516,3515,1252,0.94,19779,0.27,0.00,2134539,0,0,16,137961,0,99247,0.91,1151335,0.25,0.00,85111461,1104,11,99,9088934,4384
1757,PSM,2,13107200,52428800,52428800,14703306534,461208152,231,0,0,4449710,14.7282,111427,0.89,1093182,0.27,0.00,89022406,138,11,31,8406516,4256,1435,0.93,20725,0.36,0.00,3160929,0,0,16,133232,350,114839,0.89,1135889,0.28,0.00,96022666,1106,11,95,8541489,5171
1758,PSM,2,13107200,52428800,52428800,13406692972,420460632,210,0,0,4057291,16.1526,102152,0.89,1000804,0.25,0.00,83363792,138,6,36,7650275,0,905,0.94,16405,0.43,0.00,2555164,0,0,16,121641,0,105457,0.89,1040043,0.26,0.00,89887734,1104,6,100,7774060,253
